Recipe Title,Region,Country,Servings,Calories (KCal),Protein (g),Fat (g),More Info,primary_key
Tofu Sambal,Southeast Asian,Indonesian,2,6226.03,739.81,371.52,more info,862
Indonesian Sambal Sauce,Southeast Asian,Indonesian,3/4 cup,340.08,2.38,0.54,more info,863
Ayam Bali With Chicken Legs,Southeast Asian,Indonesian,4,5139.81,303.76,414.17,more info,864
Kacang Panjang Kecap - Indonesian Green Beans in Sweet Soy,Southeast Asian,Indonesian,3-4,824.43,93.24,43.61,more info,865
Chicken Tongseng Ala Yodamom,Southeast Asian,Indonesian,4,110907.74,1126.35,11447.66,more info,866
Kd Lang's Indonesian Salad,Southeast Asian,Indonesian,6,710.44,21.52,62.15,more info,867
Indonesian Sweet Martabak - Terang Bulan,Southeast Asian,Indonesian,3 Martabaks,41977.76,39.85,162.74,more info,868
Refreshing Asian Avocado Drink,Southeast Asian,Indonesian,5,148.84,7.68,7.97,more info,869
Atjar (Sweet & Sour Cabbage Salad),Southeast Asian,Indonesian,6,499.67,4.37,1.43,more info,870
Sriracha & Ketjap Manis Fried Rice,Southeast Asian,Indonesian,4,435.65,18.06,35.28,more info,871
Indonesian Cucumber Salad,Southeast Asian,Indonesian,4,240.1,5.9,0.59,more info,872
Indonesian Chicken in Galangal-Tomato Sauce,Southeast Asian,Indonesian,4,7502.1,276.01,517.14,more info,873
Banana Pancakes,Southeast Asian,Indonesian,3-4,1488.09,35.23,78.59,more info,874
Bubur Ketan Hitam (Black Sticky Rice Pudding),Southeast Asian,Indonesian,4,1188,13.06,124.84,more info,875
Indonesian Stir Fried Carrots,Southeast Asian,Indonesian,4,1130.72,39.19,24.27,more info,876
Prawn and Corn Fritters,Southeast Asian,Indonesian,20-30 fritters,294.87,5.03,1.3,more info,877
Simple Nasi Goreng,Southeast Asian,Indonesian,4,716.82,16.95,49.8,more info,878
Vegetable and Tofu Salad With Peanut Dressing,Southeast Asian,Indonesian,4,1637.77,91.94,114.7,more info,879
Indonesian Pineapple and Celery Salad - Selada Nanas,Southeast Asian,Indonesian,6-8,367.1,12.08,14.52,more info,880
Indonesian Pork Roast,Southeast Asian,Indonesian,6,2392.45,262.45,143.58,more info,881
Kue Lupis (Indonesian Sweet Sticky Rice Dumplings),Southeast Asian,Indonesian,20,87269.96,600.48,5354.02,more info,882
Oseng-Oseng Wortel,Southeast Asian,Indonesian,2,817.46,19.98,29.48,more info,883
Nasi Goreng,Southeast Asian,Indonesian,4,739.99,18.53,10.46,more info,884
Pineapple Meringue Bread Pudding,Southeast Asian,Indonesian,8,1372.92,25.78,71.78,more info,885
Indonesian Chicken in Coconut Gravy (Opor Ayam),Southeast Asian,Indonesian,4-6,1670.33,84.65,35.57,more info,886
Kue Lumpur (Indonesian Mud Cake),Southeast Asian,Indonesian,26,691927.89,9700.17,56460.53,more info,887
Indonesian Peanut Sauce,Southeast Asian,Indonesian,4,1959.94,63.21,128.92,more info,888
Biji Salak - Sticky Rice Balls in Sweet Coconut Sauce,Southeast Asian,Indonesian,6,1104,10.99,114.43,more info,889
Spicy Pineapple Sauce,Southeast Asian,Indonesian,4,314.75,3.56,14.05,more info,890
Eskrim Pokat (Avocado Whip Dessert),Southeast Asian,Indonesian,4 4 oz servings,118.51,0.13,0.09,more info,891
"Banana Pancakes, Wayan's Recipe",Southeast Asian,Indonesian,4 pancakes,1363.34,34.46,44.5,more info,892
Rendang,Southeast Asian,Indonesian,25 pieces,5678.98,165.73,500.33,more info,893
Shrimp and Avocado Salad w- pink sauce,Southeast Asian,Indonesian,2,348.31,5.08,7.82,more info,894
Sambal Belacan,Southeast Asian,Indonesian,6,1177.91,40.12,1.62,more info,895
Curried Shrimp and Vegetable Soup,Southeast Asian,Indonesian,6,1707.4,109.35,118.8,more info,896
Philippine Pancit Guisado (Fried Noodles with mixed meats),Southeast Asian,Indonesian,6-8,2357.02,164.04,23.28,more info,897
Gado Gado (Veggies With Peanut Sauce),Southeast Asian,Indonesian,4,3112.45,119.48,229.15,more info,898
Aceh Style Cucumber Drink Aka Es Timun Aceh,Southeast Asian,Indonesian,2,80632.98,1.41,0.23,more info,899
Indonesian Rendang Beef Curry,Southeast Asian,Indonesian,4-6,1885.17,216.99,93.29,more info,900
Perkedel Original Indonesian Recipes,Southeast Asian,Indonesian,6,128869.6,4258.15,586.3,more info,901
"Hot, Hot Chilie Paste ( Sambal ) - Indonesian Sauce",Southeast Asian,Indonesian,4 oz,251.85,1.36,0.24,more info,902
Acar Campur (Pickled Vegetables),Southeast Asian,Indonesian,6 1/2 cups,5940.91,133.08,535.07,more info,903
Indonesian Coconut Rice With Chicken and Zucchini,Southeast Asian,Indonesian,4,16964.17,359.85,1699.76,more info,904
Island Rice Pilaf,Southeast Asian,Indonesian,4,842.67,33.23,15.62,more info,905
Smoked Fish Curry Fern,Southeast Asian,Indonesian,8 portion,1167.74,134.69,47.2,more info,906
Mission Street Marinated Jicama & Pickled Jalapeno,Southeast Asian,Indonesian,16,944.24,98.59,3.37,more info,907
Indonesian Spice Paste (Sambal),Southeast Asian,Indonesian,1 small batch,443.61,1.26,38.37,more info,908
Putu Ayu (Indonesian Steamed Coconut Cupcakes),Southeast Asian,Indonesian,15 cupcakes,779.6,14.82,32.74,more info,909
Indonesian Style Curry Paste,Southeast Asian,Indonesian,1 cup,2218.87,3.37,112.77,more info,910
Vegetarian Indonesian Curried Bean Stew,Southeast Asian,Indonesian,4,3966.91,167.35,73.42,more info,911
Grilled Indonesian Chicken Satay,Southeast Asian,Indonesian,2,2038.51,46.07,201.57,more info,912
Indonesian Fried Bananas,Southeast Asian,Indonesian,4,664.19,7.27,29.82,more info,913
Indonesian Mie Goreng (Fried Noodles),Southeast Asian,Indonesian,4,1281.43,66.76,59.27,more info,914
Indonesian Chicken Sate With Peanut Sauce,Southeast Asian,Indonesian,4,591.94,21.24,46.33,more info,915
Ayam Bali (Balinese Chicken),Southeast Asian,Indonesian,4-6,1760.48,192.35,97.75,more info,916
Saté Sauce (The Real Thing),Southeast Asian,Indonesian,1 batch,232441.08,9431.29,18011.27,more info,917
Indonesian Fried Rice (Ashmore and Cartier),Southeast Asian,Indonesian,4-6,2819.24,77.17,48.87,more info,918
Sambal Kecap,Southeast Asian,Indonesian,2/3 cup,13.72,0.35,0.07,more info,919
Perkedel Djagung ( Indonesian Shrimp and Corn Fritters),Southeast Asian,Indonesian,12,673.68,32.45,17.58,more info,920
Steamed Sponge Cake,Southeast Asian,Indonesian,20,253782.38,5350.67,1943.86,more info,921
Indonesian Satay,Southeast Asian,Indonesian,36 each,2285.66,76.18,186.02,more info,922
Fire Hot Chilli Paste (Sambal) - Indonesian Sauce,Southeast Asian,Indonesian,2 cups,704.74,2.29,0.58,more info,923
Indonesian Beef Patties,Southeast Asian,Indonesian,4-6,673.19,112.13,17.34,more info,924
Sweet Sour Cucumber Salad,Southeast Asian,Indonesian,4,565.49,2.16,51.15,more info,925
Indonesian-Style Yogurt Rice,Southeast Asian,Indonesian,4,538.16,9.38,46.31,more info,926
Bika Ambon,Southeast Asian,Indonesian,12,237420.9,1867.83,18909.11,more info,927
Indonesian Chicken,Southeast Asian,Indonesian,4,4167.07,412.35,259.61,more info,928
Sate Babi (Or Ayam),Southeast Asian,Indonesian,4-6,56.15,1.99,1.66,more info,929
Grilled Shrimp With Fiery Lemongrass-Chile Sambal,Southeast Asian,Indonesian,6,7460.39,340.99,644.6,more info,930
Deliciously Easy Barbecued Shrimp,Southeast Asian,Indonesian,4,1614.04,167.78,94.92,more info,931
Indonesian Corn Cakes,Southeast Asian,Indonesian,24 cakes,1031.13,36.2,48.65,more info,932
Beef Satay,Southeast Asian,Indonesian,6,3468.28,100.42,275.68,more info,933
Indonesian Beef Saté (Satay) With Sweet Soy Sauce,Southeast Asian,Indonesian,6-8,2681.5,317.27,132.2,more info,934
Baked Curry Puffs,Southeast Asian,Indonesian,30-40,441.5,15.38,20.66,more info,935
BBQ Mango & Avocado Skewers,Southeast Asian,Indonesian,4-6,1533.02,46.7,107.46,more info,936
Risoles (Indonesian Style of Rissole),Southeast Asian,Indonesian,4-6,30353.32,1614.48,1607.3,more info,937
Indonesian Loempia's,Southeast Asian,Indonesian,8-10 Large Indonesian Loempia's,1091.55,117.62,55.12,more info,938
Grilled Chicken Satay,Southeast Asian,Indonesian,4,923.14,39.02,65.15,more info,939
The Best Indonesian Peanut Sauce,Southeast Asian,Indonesian,6,1149.27,35.6,107.05,more info,940
Avocado Mango Salsa,Southeast Asian,Indonesian,4,43.62,1.32,0.17,more info,941
Indonesian Pork,Southeast Asian,Indonesian,4,528.56,26.87,34.65,more info,942
Indonesian Potato Croquettes- (Kroket Kentang),Southeast Asian,Indonesian,2,1548.12,91.63,32.67,more info,943
Indonesian Vegetable Sour Soup (Sayur Asam),Southeast Asian,Indonesian,4,1079.84,81.79,50.04,more info,944
Coconut Shrimp With Sweet Soy and Chili Dipping Sauce,Southeast Asian,Indonesian,6,1415.74,109.4,36.17,more info,945
Indonesian Beef Sate,Southeast Asian,Indonesian,10 buffet servings,1823.95,204.42,95.99,more info,946
Lalab Platter With Sambal Terasi,Southeast Asian,Indonesian,8-12,339.89,23.04,3.82,more info,947
Indonesian Pineapple Curry,Southeast Asian,Indonesian,16 oz,266.14,0.84,28.96,more info,948
Perkedel Jagung (Indonesian Corn Fritters),Southeast Asian,Indonesian,8-10 fritters,1242.68,46.9,12.46,more info,949
Peanut Curry Corn,Southeast Asian,Indonesian,1 HUGE servings for me!,194.98,7.98,16.26,more info,950
Sulawesian-Style Crispy Shrimp,Southeast Asian,Indonesian,4-6,9683.58,167.79,902.63,more info,951
Spicy Indonesian Pork Satay (Or Chicken),Southeast Asian,Indonesian,4,2014.46,196.59,118.9,more info,952
Katjang Sauce (Spicy Peanut Sauce),Southeast Asian,Indonesian,4,862.84,33.04,69.04,more info,953
Indonesian Shrimp Sate,Southeast Asian,Indonesian,6,726.23,43.31,56.13,more info,954
Indonesian Dip,Southeast Asian,Indonesian,1 1/2 cups,1470.41,46.24,88.88,more info,955
Chicken Javana,Southeast Asian,Indonesian,4,6007.37,593.21,356.98,more info,956
Indonesian Potato and Beef Perkedel,Southeast Asian,Indonesian,16,1060.17,75.53,39.29,more info,957
Sesame Eggplant (Aubergine) Salad,Southeast Asian,Indonesian,4,1067.58,142.88,46.08,more info,958
Sambol Goreng,Southeast Asian,Indonesian,6,1485.88,105.97,66.65,more info,959
K.D. Lang's Indonesian Salad With Spicy Peanut Dressing,Southeast Asian,Indonesian,6,739.66,22.48,62.24,more info,960
Chicken Satay (Saté),Southeast Asian,Indonesian,6,735.88,24.59,64.14,more info,961
Tomato & Chilli Dip,Southeast Asian,Indonesian,3,118.06,4.77,0.67,more info,962
Indonesian Coconut Beef Balls,Southeast Asian,Indonesian,20 meatballs,4514.5,61.53,473.46,more info,963
Chicken Skewers With Satay Sauce,Southeast Asian,Indonesian,16 skewers,139537.77,1500.28,14397.03,more info,964
Braised Pork in Soy Sauce,Southeast Asian,Indonesian,6,2100.92,171.26,147.74,more info,965
Indonesian Munching@ Nasi Goreng,Southeast Asian,Indonesian,4,1914.04,64.13,33.03,more info,966
Chicken Sweet Drum,Southeast Asian,Indonesian,6-12 pies,10441.73,956.18,701.55,more info,967
Indonesian Chicken,Southeast Asian,Indonesian,6,1058.89,20.29,103.81,more info,968
Cumi Cumi Smoor (Squid in a Tomato and Clove Sauce),Southeast Asian,Indonesian,2,930.21,76.54,49.5,more info,969
Indonesian Chilli Chicken,Southeast Asian,Indonesian,4,4242.6,388.69,279.3,more info,970
Indonesian Lime and Wine Chicken Thighs,Southeast Asian,Indonesian,4-6,625.58,10.42,52.87,more info,971
Indonesian Garlic Chicken,Southeast Asian,Indonesian,6,5182.31,573.46,292.95,more info,972
Crock Pot Indonesian Beef or Pork,Southeast Asian,Indonesian,4-6,1158.63,184.5,7.05,more info,973
Peanut and Pineapple Curry,Southeast Asian,Indonesian,4,1852.61,43.62,161.25,more info,974
Indonesian Pork Tenderloin,Southeast Asian,Indonesian,4,598.25,98.41,16.51,more info,975
Sweet Pork Stir-Fry,Southeast Asian,Indonesian,4,2522.55,141.41,212.21,more info,976
Indonesian Peanut Chicken,Southeast Asian,Indonesian,4,1054.8,29.57,99.69,more info,977
Indonesian Serundeng (Crisp Spiced Coconut with peanuts),Southeast Asian,Indonesian,3/4 cup,596.47,21.34,49.62,more info,978
Indonesian Beef Curry With Coconut Rice,Southeast Asian,Indonesian,6,1794.88,171.79,102.04,more info,979
Gulai Sayur (Collard Greens Curry Indonesian Style),Southeast Asian,Indonesian,4-6,2849.68,216.19,132.08,more info,980
Kuah Titchrah (Aceh Piquant Spicy Liquid Fish 'curry' Dish),Southeast Asian,Indonesian,2-4,937.01,64.25,38.82,more info,981
Macaroni Schotel (Indonesian Macaroni Cheese),Southeast Asian,Indonesian,4-6,1685.93,113.97,108.33,more info,982
Indonesian Leek Pie,Southeast Asian,Indonesian,1 pie,996.89,12.35,102.63,more info,983
Tuna with star fruit and chilli,Southeast Asian,Indonesian,4,2234.82,367.67,57.77,more info,984
Javanese Fried Chicken,Southeast Asian,Indonesian,4,16304.44,353.31,1634.87,more info,985
Easy Indonesian Fried Rice (Bumbu Nasi Goreng),Southeast Asian,Indonesian,4,787.59,61.34,12.48,more info,986
Indonesian Pork and Pumpkin Curry,Southeast Asian,Indonesian,4,16606.25,1798.39,546.25,more info,987
Indonesian Pork Satay,Southeast Asian,Indonesian,4,2461.47,216.3,156.41,more info,988
Kopi Jahe (Indonesian Coffee With Ginger),Southeast Asian,Indonesian,6,56.49,1.87,1.31,more info,989
Beef Fillet in Coconut,Southeast Asian,Indonesian,4,28456.85,4162.38,1294.11,more info,990
Barbecued Tempeh With Bell Peppers,Southeast Asian,Indonesian,4,134.37,5.22,0.91,more info,991
Hoisin-Braised Tempeh and Chinese Vegetables,Southeast Asian,Indonesian,4,1367.76,105.76,62.22,more info,992
Indonesian Chicken Curry,Southeast Asian,Indonesian,2,1771.02,100.38,138.22,more info,993
Indonesian-Style Rice With Tempeh,Southeast Asian,Indonesian,4,1433.49,73.26,81.95,more info,994
Gado-Gado (Indonesian Veggie Salad in a Spicy Peanut Dressing,Southeast Asian,Indonesian,4,164836.27,6715.93,13011.98,more info,995
Spicy Indonesian Fish,Southeast Asian,Indonesian,4,883.36,183.69,5.03,more info,996
Spicy Nasi Goreng,Southeast Asian,Indonesian,2,987.06,74.64,52.38,more info,997
Indonesian Fried Rice - Nasi Goreng,Southeast Asian,Indonesian,4,4465.19,113.48,115.65,more info,998
Indonesian Rice Salad With Orange-Sesame-Cilantro Dressing,Southeast Asian,Indonesian,6,1307.25,22.82,3.44,more info,999
Spicy Crab Curry - Bangla Style,Indian Subcontinent,Bangladeshi,4,467.33,11.34,18.58,more info,1000
Machhere Jhol (Bengali Fish Curry),Indian Subcontinent,Bangladeshi,4,1044.55,184.93,20.59,more info,1001
Egg and Potato Curry,Indian Subcontinent,Bangladeshi,2,1055.93,48.21,72.31,more info,1002
Butter Lamb Gravy,Indian Subcontinent,Bangladeshi,6,2744.31,162.97,220.63,more info,1003
Beef Samosas,Indian Subcontinent,Bangladeshi,18,1356.65,96.71,86.73,more info,1004
Spicy Shrimp (Chingri Maach),Indian Subcontinent,Bangladeshi,4,793.6,96.83,30.34,more info,1005
Gulab Jamun or Kala Jam (Waffle Balls),Indian Subcontinent,Bangladeshi,12,5328.24,1.17,437.06,more info,1006
Prawn Malai Curry,Indian Subcontinent,Bangladeshi,4,1290.71,98.24,87.93,more info,1007
Shelly's Meat Curry,Indian Subcontinent,Bangladeshi,6,1511.7,159.92,92.59,more info,1008
Indian Fish Curry,Indian Subcontinent,Bangladeshi,4,2049.58,365.2,39.94,more info,1009
Adipoli Parathas,Indian Subcontinent,Bangladeshi,8,1807.8,86.34,72.04,more info,1010
Spicy Potato Noodles (Bataka Sev),Indian Subcontinent,Bangladeshi,8,1959.51,82.93,59.23,more info,1011
Authentic Bangladeshi Beef Curry,Indian Subcontinent,Bangladeshi,6,1768.26,196.35,97.54,more info,1012
Indian Mustard Fish,Indian Subcontinent,Bangladeshi,6,2269.63,199.91,121.65,more info,1013
Bengali Dhal,Indian Subcontinent,Bangladeshi,4,891.61,48.61,18.04,more info,1014
Bengali Chicken Curry with Potatoes,Indian Subcontinent,Bangladeshi,4,455.49,7.84,29.22,more info,1015
Vegetable Pulao,Indian Subcontinent,Indian,6,1051.38,30.86,43.25,more info,1016
Jeera Fried Rice,Indian Subcontinent,Indian,3,337.57,2.83,28.71,more info,1017
Saffron Rice with Raisins and Cashews,Indian Subcontinent,Indian,4,384.81,3.8,6.71,more info,1018
Spicy Goat Curried Rice Pilaf,Indian Subcontinent,Indian,8,1500.43,274.17,21.4,more info,1019
Nimakayya (Lemon) Pulihora,Indian Subcontinent,Indian,4,1027.3,26.82,91.06,more info,1020
Coconut Curried Tofu with Green Beans and Coconut Rice,Indian Subcontinent,Indian,1,782.96,26.37,38.12,more info,1021
Prawn Biryani,Indian Subcontinent,Indian,2,1721.94,74.4,63.66,more info,1022
Veg Biryani,Indian Subcontinent,Indian,4,758.49,4.74,73.74,more info,1023
Ven Pongal,Indian Subcontinent,Indian,4,685.87,13.64,1.45,more info,1024
Khitchari,Indian Subcontinent,Indian,3,37.12,2.42,0.81,more info,1025
Indian-Style Vegetable Rice,Indian Subcontinent,Indian,4,666.39,10.89,44.71,more info,1026
Indian Vegetable Rice,Indian Subcontinent,Indian,2,384.19,5.23,27.79,more info,1027
Kobbari Annam (Coconut Rice),Indian Subcontinent,Indian,4,2904.82,51.4,70.84,more info,1028
Kheema Pulao,Indian Subcontinent,Indian,6,1198.42,100.49,60.9,more info,1029
Vegetable Biryani (Tehri),Indian Subcontinent,Indian,6,614.58,8.76,45.08,more info,1030
Vegetable Biryani,Indian Subcontinent,Indian,4,411.91,9.07,24.99,more info,1031
Shyam's Goat Biryani,Indian Subcontinent,Indian,12,3203.08,224.01,34.77,more info,1032
Lamb (Gosht) Biryani,Indian Subcontinent,Indian,8,799.55,100.77,21.66,more info,1033
"Chicken Biryani, Hyderabadi Style",Indian Subcontinent,Indian,8,383.76,16.51,17.52,more info,1034
Biryani with Yogurt Marinated Chicken,Indian Subcontinent,Indian,12,1881.55,218.98,87.76,more info,1035
Keon's Slow Cooker Curry Chicken,Indian Subcontinent,Indian,4,1743.26,36.14,134.65,more info,1036
Crazy Spicy Chicken,Indian Subcontinent,Indian,6,1884.93,305.65,31.64,more info,1037
Slow-Cooked Chicken Biryani,Indian Subcontinent,Indian,8,2327.84,172.47,128.66,more info,1038
Easy Chicken Phaal,Indian Subcontinent,Indian,6,879.2,150.11,8.27,more info,1039
Chicken Chicken Curry,Indian Subcontinent,Indian,6,2261.16,218.3,137.87,more info,1040
Wendy's Indian Butter Chicken,Indian Subcontinent,Indian,6,1413.55,30.43,109.08,more info,1041
Chicken Navratan Curry (Indian),Indian Subcontinent,Indian,4,1867.94,108.86,128.61,more info,1042
Grilled Chicken Thighs Tandoori,Indian Subcontinent,Indian,8,32207.92,710.45,3220.29,more info,1043
Authentic South Indian Biryani,Indian Subcontinent,Indian,4,3640.73,158.32,97.57,more info,1044
Roasted Curried Chicken with Couscous,Indian Subcontinent,Indian,5,2283.05,66.25,76.76,more info,1045
Curry Stand Chicken Tikka Masala Sauce,Indian Subcontinent,Indian,6,671.75,8.11,59.53,more info,1046
Easy Chicken Curry,Indian Subcontinent,Indian,6,701.36,7.87,58.78,more info,1047
Delicious and Fast Chicken Curry,Indian Subcontinent,Indian,6,2982.99,43.51,289.7,more info,1048
Chef John's Tandoori Chicken,Indian Subcontinent,Indian,6,4001.04,87.6,401.47,more info,1049
Punjabi Chicken in Thick Gravy,Indian Subcontinent,Indian,8,8159.12,599.48,607.03,more info,1050
Kadhai Murgh with Bell Pepper (Capsicum),Indian Subcontinent,Indian,6,1817.15,146.77,119.93,more info,1051
Blue Ribbon Curry Chicken,Indian Subcontinent,Indian,4,623.53,32.32,35.7,more info,1052
Indian-Style Butter Chicken (Murgh Makhani),Indian Subcontinent,Indian,3,1787.53,125.22,115.04,more info,1053
Easy Indian-Style Chicken,Indian Subcontinent,Indian,4,1192.63,99.26,73.42,more info,1054
Tandoori Chicken Skewers,Indian Subcontinent,Indian,4,243.88,11.42,8.75,more info,1055
Country Captain Chicken with Rice,Indian Subcontinent,Indian,8,1102.29,19.81,79.82,more info,1056
"East Indian Chicken with Tomato, Peas, and Cilantro",Indian Subcontinent,Indian,4,3819.72,400.06,199.59,more info,1057
Spicy Indian Chicken with Green Masala,Indian Subcontinent,Indian,8,16458.07,364.13,1621.37,more info,1058
Broiled Chicken Breasts with Chutney-Lime Glaze and Broccoli Slaw,Indian Subcontinent,Indian,6,286.1,1.65,22.47,more info,1059
