Ingredient Name,Quantity,Unit,State,Energy (kcal),Carbohydrates,Protein (g),Total Lipid (Fat) (g),recipe_key
green onion,3,,minced,57.51,12.22,2.06,1,810
celery,1,stalk,minced,10.24,1.9,0.44,0.1,810
bean sprout,1/2,cup,,-,-,-,-,810
raisin,1/2,cup,,249.15,65.6,2.79,0.37,810
peanut,1/2,cup,chopped,413.91,11.77,18.83,35.94,810
cashew,1/2,cup,,-,-,-,-,810
sesame seed,2,tablespoons,,171,7.85,5.34,14.4,810
green bell pepper,1/2,cup,diced,-,-,-,-,810
red bell pepper,1/2,cup,diced,-,-,-,-,810
water chestnut,1,cup,minced,-,-,-,-,810
chicken,1,,cut,-,-,-,-,811
onion,2,,chopped,120,28.02,3.3,0.3,811
ketjap manis,1/4,cup,,-,-,-,-,811
pepper,1,teaspoon,,5.77,1.47,0.23,0.07,811
nutmeg,1/2,teaspoon,,5.77,0.54,0.06,0.39,811
beef bouillon cube,1,,,0.35,0,0.05,0.01,811
clove,1,pinch,,0.35,0.08,0,0.01,811
tamarind pulp,1,pinch,,-,-,-,-,811
tomato ketchup,2 -3,dashes,,-,-,-,-,811
sambal oelek,1,teaspoon,,-,-,-,-,811
jasmine rice,2,cups,,-,-,-,-,811
spaghetti noodle,1,lb,,403.46,0,89.76,2.26,812
chicken breast,2,,boneless skinless sliced,1560.35,0,189.14,83.91,812
leek,2,cups,chopped,108.58,25.18,2.67,0.53,812
bean sprout,1,cup,,403.46,0,89.76,2.26,812
bok choy,1,cup,sliced washed,403.46,0,89.76,2.26,812
ketjap manis,1/4,cup,,403.46,0,89.76,2.26,812
pepper,1,tablespoon,,17.31,4.41,0.71,0.22,812
beef,1,chicken,,-,-,-,-,812
water,1/2,cup,,0,0,0,0,812
gingerroot,1/2,,,403.46,0,89.76,2.26,812
garlic clove,4,,minced,17.88,3.96,0.76,0.06,812
sambal oelek,1,teaspoon,,403.46,0,89.76,2.26,812
,,onions,,403.46,0,89.76,2.26,812
flour,200,,,115656,25321.08,1880.2,448.72,813
baking powder,1,teaspoon,,2.43,1.27,0,0,813
coconut cream,300,,,237600,4788,2613.6,24969.6,813
pandan extract,50,,,-,-,-,-,813
egg,50,,,3575,18,314,237.75,813
salt,1/4,teaspoon,,-,-,-,-,813
butter,50,,,4275,196.42,133.57,360,813
coconut milk,500,,,276000,6648,2748,28608,813
brown sugar,100,,,83600,21579.8,26.4,0,813
sugar,25,g,granulated,30.75,5.77,0.96,0.48,813
vanilla pod,2,,,-,-,-,-,813
salt,1/2,teaspoon,,-,-,-,-,813
egg,4,,,286,1.44,25.12,19.02,814
flour,3/4,cup,,433.71,94.95,7.05,1.68,814
milk,1/2,cup,,74.42,5.83,3.84,3.98,814
salt,1,pinch,,-,-,-,-,814
banana,4,,ripe,801,205.56,9.81,2.97,814
oil,,,,-,-,-,-,814
cinnamon sugar,,,,-,-,-,-,814
ginger,,,ground,-,-,-,-,814
cardamom,,,ground,-,-,-,-,814
hot chicken broth,1/4,cup,,-,-,-,-,815
dark corn syrup,1,teaspoon,,19.54,5.3,0,0,815
soya sauce,2,tablespoons,,-,-,-,-,815
oil,3,tablespoons,,336.38,0,0.1,38.2,815
chicken breast half,4,,diced,-,-,-,-,815
onion,1,,chopped,28,6.53,0.77,0.07,815
red pepper,1,,chopped,-,-,-,-,815
ginger,1,teaspoon,ground,1.6,0.35,0.03,0.01,815
red pepper powder,1,teaspoon,crushed,-,-,-,-,815
curry powder,2,teaspoons,,13,2.23,0.57,0.56,815
rice,3,cups,,2036.85,423.18,41.84,17.76,815
peanut,1/2,cup,chopped,413.91,11.77,18.83,35.94,815
scallion,1/2,cup,minced,16,3.67,0.91,0.09,815
parsley,1/4,cup,minced,5.4,0.94,0.44,0.11,815
green bean,1,,trimmed,31,6.97,1.83,0.22,816
chunky peanut butter,1/2,cup,,764.97,22.82,33.61,66.39,816
dark brown sugar,1,tablespoon,,-,-,-,-,816
soy sauce,1,tablespoon,,8.48,0.78,1.3,0.09,816
lemon juice,1,tablespoon,,3.35,1.05,0.05,0.03,816
garlic,1,clove,smashed,4.47,0.99,0.19,0.01,816
ginger,2 -3,slices,peeled,0,0,0,0,816
hot water,1/2,cup,,0,0,0,0,816
lime wedge,1,,,-,-,-,-,817
vodka,1,ounce,,65.48,0,0,0,817
orange juice,1,ounce,,12.75,2.94,0.19,0.05,817
champagne,,,,-,-,-,-,817
lime twist,,,,-,-,-,-,817
eggplant,1,,sliced,-,-,-,-,818
canola oil,4,tablespoons,,495.04,0,0,56,818
shallot,4 -6,,washed peeled sliced,0,0,0,0,818
garlic,1,clove,peeled washed sliced,4.47,0.99,0.19,0.01,818
water,1/2,cup,,0,0,0,0,818
soy sauce,1,tablespoon,sweet,8.48,0.78,1.3,0.09,818
black pepper,1/2,teaspoon,,2.88,0.73,0.11,0.03,818
nutmeg,1,pinch,ground,0.72,0.06,0,0.04,818
white vinegar,1,teaspoon,,0.9,0,0,0,818
salt,,,,-,-,-,-,818
glutinous rice,4,cups,,2738,604.43,50.39,4.07,819
coconut milk,1,can,,827.58,19.93,8.23,85.78,819
salt,1/4,teaspoon,,-,-,-,-,819
chicken breast,1,lb,,780.17,0,94.57,41.95,819
chicken stock,1,pint,,-,-,-,-,819
garlic clove,6,,,-,-,-,-,819
candlenut macadamia nut,6,,,-,-,-,-,819
coriander,1 1/2,1/2,ground,8.04,1.48,0.33,0.47,819
cumin,1,teaspoon,,7.87,0.92,0.37,0.46,819
brown sugar,1 1/2,1/2,,1254,323.69,0.39,0,819
canola oil,1 1/2,1/2,,185.64,0,0,21,819
shallot,1,ounce,minced,20.41,4.76,0.7,0.02,819
coconut milk,1,pint,,827.58,19.93,8.23,85.78,819
kaffir lime leaf,2,,,-,-,-,-,819
salt pepper,,,,-,-,-,-,819
beef,500,,boneless,265200.6,0,52292.11,6097.34,820
indonesian soy sauce,2,tablespoons,sweet,-,-,-,-,820
shrimp paste,1,tablespoon,,-,-,-,-,820
oil,3,tablespoons,,336.38,0,0.1,38.2,820
water,300,,,0,0,0,0,820
red chili pepper,3,,sliced,3.75,0.82,0.17,0.04,820
shallot,6,,,691.2,161.28,24,0.96,820
garlic clove,3,,,-,-,-,-,820
bird chile,6,,,-,-,-,-,820
white pepper,1,teaspoon,,7.1,1.64,0.24,0.05,820
tomato,2,,,44.28,9.56,2.16,0.49,820
salt,,,,-,-,-,-,820
chicken,1,,cut,-,-,-,-,821
salt,1,teaspoon,,-,-,-,-,821
pepper,2,teaspoons,,11.54,2.94,0.47,0.15,821
oil,4,tablespoons,,448.51,0,0.14,50.93,821
onion,1,,,60,14.01,1.65,0.15,821
garlic clove,2,,,-,-,-,-,821
red chilies,3,,,-,-,-,-,821
ginger,1,,,1.6,0.35,0.03,0.01,821
tomato paste,2,tablespoons,,26.24,6.05,1.38,0.15,821
sugar,1,tablespoon,,55.06,13.77,0,0,821
black soy sauce,1,tablespoon,,8.48,0.78,1.3,0.09,821
lemongrass,1,,bruised grated,-,-,-,-,821
lime,2,tablespoons,,-,-,-,-,821
pork sparerib,1 1/2,1/2,,1883.6,0,105.19,159.12,822
chinese mustard,2,packages,,-,-,-,-,822
garlic clove,10 -12,,,-,-,-,-,822
chili pepper,2 -3,,,0,0,0,0,822
soy sauce,2 -3,tablespoons,,0,0,0,0,822
chinese wine,3 -4,tablespoons,,-,-,-,-,822
sugar,1 -2,teaspoon,,0,0,0,0,822
vegetable oil,2,tablespoons,,234.46,0,0,27.2,822
hot water,5,cups,,0,0,0,0,822
sugar,5,tablespoons,,275.31,68.86,0,0,823
water,5,tablespoons,,0,0,0,0,823
avocado,2,,,-,-,-,-,823
milk,1/2,cup,,74.42,5.83,3.84,3.98,823
chocolate milk,1,cup,,50.4,3,1.99,3.5,823
ice,1/2,cup,crushed,190.92,19.09,3.52,11.18,823
dark corn syrup,2/3,cup,,625.38,169.66,0,0,824
creamy peanut butter,1/4,cup,,389.12,10.88,15.66,34.66,824
soy sauce,1/4,cup,,33.78,3.14,5.18,0.36,824
apple cider vinegar,1/4,cup,,-,-,-,-,824
green onion,1/4,cup,sliced,4.79,1.01,0.17,0.08,824
garlic clove,1,,minced,4.47,0.99,0.19,0.01,824
ginger,1,teaspoon,,1.6,0.35,0.03,0.01,824
red pepper flake,1/2,teaspoon,crushed,-,-,-,-,824
cucumber,2,,cubed,37.92,6.82,1.86,0.5,825
onion,1/2,,sliced,22,5.13,0.6,0.05,825
white vinegar,1/2,cup,,21.42,0.04,0,0,825
oil,1,tablespoon,,112.12,0,0.03,12.73,825
salt,1/2,tablespoon,,-,-,-,-,825
pepper,1,teaspoon,,5.77,1.47,0.23,0.07,825
garlic powder,1/2,teaspoon,,5.13,1.12,0.25,0.01,825
sugar,1/2,tablespoon,,27.53,6.88,0,0,825
milk,500,,,74420,5831.6,3843,3989.4,826
cornstarch,2 1/2,tablespoons,,76.2,18.25,0.05,0.01,826
cocoa powder,3,tablespoons,,36.93,9.37,3.17,2.21,826
sugar,60,,,48358.8,12095.76,0,0,826
dark chocolate,50,,grated,7881.15,857.43,78.52,459.26,826
vanilla,1/2,teaspoon,,6.04,0.26,0,0,826
avocado,2,,ripe,-,-,-,-,826
milk,150,,,74420,5831.6,3843,3989.4,826
sugar,2,tablespoons,,48358.8,12095.76,0,0,826
lemon juice,2,tablespoons,,6.71,2.1,0.1,0.07,826
chocolate,,,grated,-,-,-,-,826
shallot,2 -3,,diced,0,0,0,0,827
garlic clove,4,,chopped,-,-,-,-,827
ginger,1,inch,peeled chopped,-,-,-,-,827
paprika,1,pinch,smoked,0.4,0.07,0.02,0.01,827
coriander powder,1,teaspoon,ground,-,-,-,-,827
cumin powder,1/2,teaspoon,ground,-,-,-,-,827
red chili powder,1/2,,,-,-,-,-,827
allspice,1,pinch,ground,0.31,0.08,0,0.01,827
salt pepper,,,,-,-,-,-,827
brown sugar,1/2,tablespoon,,17.1,4.41,0,0,827
red chilies water,3 -4,,,-,-,-,-,827
tamarind paste,1/2,cup,tamarind,-,-,-,-,827
honey,1/4,cup,,-,-,-,-,827
sambal oelek,2,tablespoons,,-,-,-,-,827
soy sauce,2,tablespoons,,16.96,1.57,2.6,0.18,827
canola oil,1,tablespoon,,123.76,0,0,14,827
water,,,,-,-,-,-,827
cabbage,200,,,4450,1032.4,227.84,17.8,828
carrot,150,,,7872,1839.36,178.56,46.08,828
bean sprout,100,,,-,-,-,-,828
corn kernel,1,cup,,184.71,36.47,5.1,2,828
fesh coconut,1,cup,grated,-,-,-,-,828
lime juice,1,tablespoon,,3.78,1.27,0.06,0.01,828
shrimp paste,1,teaspoon,,-,-,-,-,828
red chili paste,2,teaspoons,,-,-,-,-,828
salt,1,teaspoon,,-,-,-,-,828
banana leaf,,,,-,-,-,-,828
sticky rice,500,,soaked,2.67,0,0.59,0.01,829
coconut milk,500,,,276000,6648,2748,28608,829
salt,1/2,teaspoon,,-,-,-,-,829
lemongrass,1,,bruised,-,-,-,-,829
bay leaf,2,,,-,-,-,-,829
chicken breast,250,,boiled,195044.95,0,23643.53,10489.33,829
bay leaf,4,,,-,-,-,-,829
kaffir lime leaf,6,,,2.67,0,0.59,0.01,829
tamarind juice,1,tablespoon,,8.94,2.31,0.01,0.01,829
vegetable oil,2,tablespoons,,234.46,0,0,27.2,829
coconut milk,200,,,276000,6648,2748,28608,829
shallot,5,,,576,134.4,20,0.8,829
garlic clove,3,,,2.67,0,0.59,0.01,829
candlenut,3,,toasted,2.67,0,0.59,0.01,829
coriander seed,1,tablespoon,,14.9,2.74,0.61,0.88,829
sugar,1,tablespoon,granulated,19.98,3.75,0.62,0.31,829
salt,1/2,teaspoon,,-,-,-,-,829
purpose flour,5/8,cup,,-,-,-,-,830
salt,1,pinch,,-,-,-,-,830
baking powder,1,teaspoon,,2.43,1.27,0,0,830
banana,6,,ripe,630.12,161.7,7.71,2.33,830
white sugar,3,tablespoons,,146.28,37.79,0,0,830
oil,,,,-,-,-,-,830
chilies,25,,Red,2428.78,600,0,0,831
white vinegar,,,,-,-,-,-,831
salt,2,teaspoons,,-,-,-,-,831
sugar,3/4,cup,,604.48,151.19,0,0,832
soy sauce,1,cup,,135.15,12.57,20.75,1.45,832
water,2,tablespoons,,0,0,0,0,832
lemongrass,1,tablespoon,sliced,-,-,-,-,832
garlic clove,1,,minced,4.47,0.99,0.19,0.01,832
star anise,1,,,-,-,-,-,832
chicken,1,lb,,974.66,0,84.32,68.27,833
lemongrass,1,ounce,ground,12.45,2.32,0.36,0.3,833
coriander,1,tablespoon,ground,14.9,2.74,0.61,0.88,833
saffron,1,teaspoon,,2.17,0.45,0.08,0.04,833
sugar,3,tablespoons,,201.49,50.39,0,0,833
peanut oil,2,tablespoons,,238.68,0,0,27,833
salt,,,,-,-,-,-,833
peanut oil,6,ounces,,238.68,0,0,27,833
onion,5,tablespoons,ground,20,4.67,0.55,0.05,833
peanut,1,lb,ground roasted,2571.91,73.16,117.02,223.35,833
red chili powder,1 -2,tablespoon,,-,-,-,-,833
tamarind pulp,1/2,,,-,-,-,-,833
water,2 1/2,pints,,-,-,-,-,833
sugar,1/4,,,201.49,50.39,0,0,833
salt,,,,-,-,-,-,833
pepper,,,,-,-,-,-,833
lemongrass,1/4,cup,chopped,-,-,-,-,834
shallot,3,,chopped,345.6,80.64,12,0.48,834
lime juice,1,tablespoon,,3.78,1.27,0.06,0.01,834
salt,1/8,teaspoon,,-,-,-,-,834
chicken,1,kg,,2148.77,0,185.89,150.51,835
hard egg,8,,hard-boiled,-,-,-,-,835
lime,1,,,-,-,-,-,835
water,1,,,0,0,0,0,835
coconut cream,400,,,316800,6384,3484.8,33292.8,835
lemongrass,2,,bruised,-,-,-,-,835
bay leaf,2,,,-,-,-,-,835
kaffir lime leaf,5,,,-,-,-,-,835
white pepper,1,teaspoon,toasted,7.1,1.64,0.24,0.05,835
coriander seed,2,tablespoons,toasted,29.8,5.49,1.23,1.77,835
cumin seed,1/2,teaspoon,toasted,3.93,0.46,0.18,0.23,835
candle nut macadamia,3,,,-,-,-,-,835
shallot,10,,,1152,268.8,40,1.6,835
garlic,5,,,22.35,4.95,0.95,0.07,835
ginger,2,inches,,-,-,-,-,835
galangal,2,,,-,-,-,-,835
turmeric,1,,roasted,9.36,2.01,0.29,0.09,835
salt,1,teaspoon,,-,-,-,-,835
cooking oil,3,tablespoons,,-,-,-,-,835
butter,185,,,15817.5,726.77,494.22,1332,836
caster sugar,1,cup,,-,-,-,-,836
egg,4,,,286,1.44,25.12,19.02,836
self raising flour,2,cups,,-,-,-,-,836
bicarbonate soda,1/2,teaspoon,,-,-,-,-,836
banana,3,,,315.06,80.85,3.85,1.16,836
lemon juice,2,tablespoons,,6.71,2.1,0.1,0.07,836
orange juice,1/4,cup,,27.9,6.44,0.43,0.12,836
sugar,1/2,cup,,402.99,100.79,0,0,836
water,1/4,cup,,0,0,0,0,836
orange juice,1/4,cup,strained,27.9,6.44,0.43,0.12,836
cucumber,3,,peeled seeded cut,46.8,11.32,2.02,0.34,837
salt,3,tablespoons,divided,-,-,-,-,837
shallot,2,,minced,230.4,53.76,8,0.32,837
garlic clove,3,,minced,13.41,2.97,0.57,0.04,837
ginger,1,tablespoon,chopped,4.8,1.06,0.1,0.04,837
peanut oil,2,tablespoons,,238.68,0,0,27,837
almond,2,tablespoons,ground,240.44,0,0,27.2,837
turmeric,1 1/2,1/2,,14.04,3.02,0.43,0.14,837
sugar,1,tablespoon,,55.06,13.77,0,0,837
vinegar,1/2,cup,,25.09,1.11,0,0,837
water,1/4,cup,,0,0,0,0,837
egg,4,,,286,1.44,25.12,19.02,838
iceberg lettuce,1,,shredded,10.08,2.13,0.64,0.1,838
carrot,2,,peeled julienned,104.96,24.52,2.38,0.61,838
cucumber,1/2,,peeled julienned,7.8,1.88,0.33,0.05,838
red bell pepper,1/2,,cut,-,-,-,-,838
shrimp cracker,16,,,-,-,-,-,838
peanut butter,1/4,cup,,379.9,13.91,15.51,32.21,838
lime juice,1,,,3.78,1.27,0.06,0.01,838
honey,1,tablespoon,,-,-,-,-,838
soy sauce,1,tablespoon,,8.48,0.78,1.3,0.09,838
red pepper flake,1,teaspoon,crushed,-,-,-,-,838
water,8,cups,,0,0,0,0,839
salt,1,teaspoon,,-,-,-,-,839
green cabbage,4,cups,chopped,-,-,-,-,839
bean sprout,3 1/2,cups,,-,-,-,-,839
green bean,3,cups,cut,93,20.91,5.49,0.66,839
potato,2,,,-,-,-,-,839
egg,3,,boiled,214.5,1.08,18.84,14.26,839
english cucumber,1/2,,,-,-,-,-,839
peanut sauce,1 2/3,2/3,,811.46,129.01,9.15,28.74,839
banana,1,,,200.25,51.39,2.45,0.74,840
orange juice,1,cup,,111.6,25.79,1.73,0.49,840
honey,1,tablespoon,,-,-,-,-,840
banana,2,,peeled,242.08,62.12,2.96,0.89,841
sugar,1,tablespoon,,55.06,13.77,0,0,841
salt,1/4,teaspoon,,-,-,-,-,841
flour,1,tablespoon,,36.14,7.91,0.58,0.14,841
coconut cream,1/4,cup,,198,3.99,2.17,20.8,841
oil,,,,-,-,-,-,841
fish,500,g,,655,0,101.75,24.2,842
coconut leaf banana,1,,,-,-,-,-,842
egg,2 -3,,,0,0,0,0,842
water,1/2,,,0,0,0,0,842
salt,,,,-,-,-,-,842
flour,150,,,86742,18990.81,1410.15,336.54,842
red pepper,1,ounce,,11.33,2.49,0.53,0.12,842
garlic clove,8,,,-,-,-,-,842
spring onion,10,,,-,-,-,-,842
ginger,50,,,80,17.77,1.82,0.75,842
tempeh,300,,,16329.3,649.77,1725.63,918.52,843
peanut,100,,,82782,2354.98,3766.8,7189.04,843
shallot,5,,sliced,576,134.4,20,0.8,843
garlic,3,cloves,minced,13.41,2.97,0.57,0.04,843
chili pepper,2,,seeded sliced,2.5,0.59,0.12,0.01,843
tomato ketchup,3,tablespoons,,-,-,-,-,843
chili sauce,3,tablespoons,,47.09,10.13,1.27,0.15,843
salt,1,teaspoon,,-,-,-,-,843
lime juice,1,tablespoon,,3.78,1.27,0.06,0.01,843
oil,,,,-,-,-,-,843
club soda,1,can,,0,0,0,0,844
ice,1/2,cup,,190.92,19.09,3.52,11.18,844
milk,1/4,cup,sweetened condensed,138,3.32,1.37,14.3,844
strawberry syrup,4,tablespoons,,58.42,14.94,0.35,0.16,844
clam,1,,,292.68,12.14,49.92,3.26,845
shallot,5,,sliced,576,134.4,20,0.8,845
soy sauce,2,teaspoons,sweet,5.61,0.52,0.86,0.06,845
lime juice,1,,,3.78,1.27,0.06,0.01,845
salt pepper,,,,-,-,-,-,845
oil,2,tablespoons,,224.25,0,0.07,25.46,846
yellow onion,1,,minced,114.84,6.83,0.82,9.39,846
garlic clove,3,,minced,13.41,2.97,0.57,0.04,846
scallion,4,,minced,128,29.36,7.32,0.76,846
ginger,1,tablespoon,grated,17.42,3.72,0.46,0.22,846
turmeric,1,teaspoon,ground,9.36,2.01,0.29,0.09,846
cinnamon,1,teaspoon,ground,-,-,-,-,846
mustard,1,teaspoon,,0.31,0.05,0.03,0,846
hot red pepper flake,1/2,teaspoon,,-,-,-,-,846
clove,1/4,teaspoon,ground,1.43,0.34,0.03,0.06,846
sugar,2,teaspoons,,36.7,9.18,0,0,846
brown rice,4,cups,cooked,2294.16,483.35,45.69,17.56,846
coconut,1,cup,shredded,283.2,12.18,2.66,26.79,846
salt black pepper,,,ground,-,-,-,-,846
peanut,,,,-,-,-,-,846
coconut,,,toasted,283.2,12.18,2.66,26.79,846
red chilies,6,,chopped,-,-,-,-,847
onion,1,,chopped,60,14.01,1.65,0.15,847
garlic clove,6,,,-,-,-,-,847
brazil nut,8 -10,,grated,-,-,-,-,847
peanut oil,3,tablespoons,,358.02,0,0,40.5,847
lao powder,1/2,teaspoon,,-,-,-,-,847
shrimp paste,1,tablespoon,dried,-,-,-,-,847
salt,1,teaspoon,,-,-,-,-,847
tamarind juice,5,tablespoons,,44.7,11.55,0.07,0.09,847
palm sugar,2,tablespoons,,-,-,-,-,847
pandan leaf,3,,,-,-,-,-,848
lemongrass,2,stalks,,-,-,-,-,848
jasmine rice,2,cups,,-,-,-,-,848
turmeric powder,1 1/2,1/2,,-,-,-,-,848
coconut milk,1,cup,,552,13.29,5.49,57.21,848
kaffir lime leaf,3 -4,,shredded,-,-,-,-,848
salt,,,,-,-,-,-,848
grain rice,2 1/4,cups,,-,-,-,-,849
vegetable oil,2,tablespoons,,234.46,0,0,27.2,849
shallot,3,,chopped,345.6,80.64,12,0.48,849
garlic clove,2,,chopped,-,-,-,-,849
coconut milk,14,fluid,,-,-,-,-,849
water,2,cups,,0,0,0,0,849
turmeric,2,teaspoons,,18.72,4.02,0.58,0.19,849
curry leaf,8,,,-,-,-,-,849
salt pepper,,,,-,-,-,-,849
red chilies,3,,,-,-,-,-,849
leg lamb,3,,cut cut,3129.84,0,243.71,232.28,850
coconut flake,1/3,cup,,-,-,-,-,850
coriander seed,2,teaspoons,,10.72,1.97,0.44,0.63,850
almond,5,,blanched,9635.6,0,0,1090,850
oil,3,tablespoons,,336.38,0,0.1,38.2,850
onion,2,,sliced,120,28.02,3.3,0.3,850
garlic clove,4,,sliced,-,-,-,-,850
red chilies,5,,deseeded sliced,-,-,-,-,850
clove,4,cloves,,-,-,-,-,850
nutmeg,1/2,teaspoon,grated,5.77,0.54,0.06,0.39,850
ginger,2,teaspoons,chopped,3.2,0.71,0.07,0.03,850
turmeric,1,teaspoon,,9.36,2.01,0.29,0.09,850
cinnamon,1,stick,,-,-,-,-,850
cardamom,4,,,24.88,5.47,0.86,0.53,850
cumin,1/2,teaspoon,ground,3.93,0.46,0.18,0.23,850
lemongrass,1,tablespoon,chopped,-,-,-,-,850
kaffir lime leaf,3,,,-,-,-,-,850
coconut milk,3 3/4,cups,,2070,49.86,20.61,214.56,850
salt,,,,-,-,-,-,850
tamarind juice,4,tablespoons,,35.76,9.24,0.05,0.07,850
eggplant,2,,sliced,-,-,-,-,850
coconut milk,1,can,,827.58,19.93,8.23,85.78,851
egg yolk,3,,,164.22,1.83,8.08,13.53,851
sugar,3/4,cup,,604.48,151.19,0,0,851
tofu,1,package,firm,-,-,-,-,852
dark soy sauce,2,tablespoons,,-,-,-,-,852
seed oil nut,2,tablespoons,,-,-,-,-,852
red onion,1,,,-,-,-,-,852
cauliflower,1,,cut,26.75,5.31,2.05,0.29,852
broccoli,1,,cut,30.94,6.04,2.56,0.33,852
carrot,4,,peeled sliced,209.92,49.04,4.76,1.22,852
snow pea,3,cups,,-,-,-,-,852
bean sprout,,,,-,-,-,-,852
hard egg,2,,quartered boiled,-,-,-,-,852
brown rice,1,cup,,678.95,141.06,13.94,5.92,852
vegetable oil,1,tablespoon,,117.23,0,0,13.6,852
shallot,4,,peeled andchopped,460.8,107.52,16,0.64,852
garlic clove,2,,peeled chopped,-,-,-,-,852
cayenne,1/2,teaspoon,,2.86,0.5,0.1,0.15,852
chili powder,1/2,teaspoon,,3.8,0.67,0.18,0.19,852
carrot juice,1/2,cup,,47.2,10.95,1.12,0.17,852
dark soy sauce,1,tablespoon,,-,-,-,-,852
cider vinegar,1,teaspoon,,1.05,0.04,0,0,852
chunky peanut butter,1,cup,,1529.94,45.64,67.23,132.79,852
chicken breast,150,,cooked sliced,117026.97,0,14186.11,6293.6,853
rice noodle,150,g,,546,120.27,8.92,0.84,853
button mushroom,10,,sliced,252.16,0,56.1,1.41,853
ear mushroom,5,,cloud,252.16,0,56.1,1.41,853
bean sprout,40,,,252.16,0,56.1,1.41,853
bamboo shoot,80,,sliced,3261.6,628.16,314.08,36.24,853
carrot,1,,,20.5,4.79,0.46,0.12,853
red pepper,1,,,1.25,0.27,0.05,0.01,853
water,1,,,0,0,0,0,853
chicken stock cube,1,,,252.16,0,56.1,1.41,853
dark soy sauce,3,tablespoons,,252.16,0,56.1,1.41,853
pepper,1,teaspoon,,5.77,1.47,0.23,0.07,853
curry powder,1,tablespoon,,20.47,3.51,0.9,0.88,853
rice wine,3,tablespoons,,-,-,-,-,853
rice vinegar,1,tablespoon,,252.16,0,56.1,1.41,853
sesame oil,2,tablespoons,,240.44,0,0,27.2,853
sambal oelek,1,tablespoon,,252.16,0,56.1,1.41,853
worcestershire sauce,3,tablespoons,,39.78,9.92,0,0,853
salt,,,,-,-,-,-,853
cucumber,1,,,15.6,3.77,0.67,0.11,854
carrot,1,,,52.48,12.26,1.19,0.3,854
red onion,1/2,,,-,-,-,-,854
white cabbage,1,cup,sliced,-,-,-,-,854
garlic clove,1,halved,,-,-,-,-,854
serrano chilies,2,halved,,-,-,-,-,854
salt,1,tablespoon,,-,-,-,-,854
white vinegar,1/4,cup,,10.71,0.02,0,0,854
water,1/4,cup,,0,0,0,0,854
sugar,2,tablespoons,,110.12,27.54,0,0,854
potato flake,3/4,cup,,-,-,-,-,855
egg,2,,,143,0.72,12.56,9.51,855
milk,1/2,cup,,74.42,5.83,3.84,3.98,855
onion,1,,chopped,28,6.53,0.77,0.07,855
garlic clove,2,,chopped,-,-,-,-,855
curry powder,4,teaspoons,,26,4.46,1.14,1.12,855
pepper,,,,-,-,-,-,855
salt,,,,-,-,-,-,855
worcestershire sauce,1/2,teaspoon,,2.21,0.55,0,0,855
beef,2,lbs,ground,1796.22,0,176.17,115.48,855
coconut,8,tablespoons,unsweetened shredded dried,141.6,6.09,1.33,13.39,855
vegetable oil,2 -3,tablespoons,,0,0,0,0,855
soy sauce,4,tablespoons,,33.92,3.15,5.2,0.36,855
water,2,cups,,0,0,0,0,855
green chilies,2,,cut seeded,194.3,48,0,0,856
brown sugar,1,tablespoon,,34.2,8.82,0.01,0,856
lemon,2,tablespoons,,7.68,2.46,0.29,0.07,856
fish sauce,2,tablespoons,,12.6,1.31,1.82,0,856
peanut,1/2,cup,toasted,413.91,11.77,18.83,35.94,856
grapefruit,1,,peeled sectioned,106.24,26.82,2.09,0.33,856
orange,2,,sectioned,90.24,22.56,1.8,0.23,856
pear,2,,sliced,159.6,42.64,1,0.39,856
mango,1,,sliced,-,-,-,-,856
tart apple,2,,sliced,-,-,-,-,856
red grape,12,ounces,,234.73,61.57,2.44,0.54,856
tofu,2,pieces,,-,-,-,-,857
soybean paste,100,g,,89,0,19.8,0.5,857
red chili pepper,5,pieces,,-,-,-,-,857
lettuce green,5,,,27,5.16,2.44,0.27,857
bean,5,ounces,,41.1,5.81,5.95,0.7,857
cabbage,25,ounces,,177.18,41.1,9.07,0.7,857
cucumber,1,,,15.6,3.77,0.67,0.11,857
peanut,100,,,82782,2354.98,3766.8,7189.04,857
lemon,1,,,1.28,0.41,0.04,0.01,857
scotch bonnet pepper,5,pieces,,89,0,19.8,0.5,857
shallot,3,pieces,,-,-,-,-,857
brown sugar,2,tablespoons,,68.4,17.65,0.02,0,857
salt,1/4,teaspoon,,-,-,-,-,857
cauliflower,300,,,8025,1595.37,616.32,89.88,858
salt,1,teaspoon,,-,-,-,-,858
pepper,1/2,teaspoon,,2.88,0.73,0.11,0.03,858
carrot,150,,,7872,1839.36,178.56,46.08,858
water,700,,,0,0,0,0,858
onion,1,,,60,14.01,1.65,0.15,858
garlic clove,2,,,-,-,-,-,858
curry powder,2,teaspoons,,13,2.23,0.57,0.56,858
chicken breast,200,,,156035.96,0,18914.82,8391.46,858
chicken breast,8,,,6241.43,0,756.59,335.65,859
red bell pepper,1,,seeded cut,-,-,-,-,859
orange juice concentrate,1,can,,138.12,31.61,2.23,0.22,859
liquid honey,1/2,cup,,-,-,-,-,859
lemon juice,2,tablespoons,,6.71,2.1,0.1,0.07,859
paprika,2,teaspoons,,12.97,2.48,0.65,0.59,859
ginger,1/4,teaspoon,,0.4,0.08,0,0,859
nutmeg,1/4,teaspoon,,2.88,0.27,0.03,0.19,859
cornstarch,2,tablespoons,,60.96,14.6,0.04,0,859
